"","SERIALNO","TRIWALES","POINT","ADDRESS","SOCDONE","INTDATE","STRTIME","FINTIME","INTLEN","INTLEN1","SINTLEN","WTFACTOR","POSTCODE","UACODE","UANAME","CONCODE","CONNAME","WARDCODE","WARDNAME","WELSHSPK","POPDEN","WREADPAP","WHPAPER1","WWHPAPF1","WWHPAPF2","WHPAPER2","WHPAPER3","WHTVFW01","WHTVFW02","WHTVFW03","WHTVFW04","WHTVFW05","WHTVFW06","WHTVFW07","WHTVFW08","WHTVFW09","WHTVFW10","WHTVFW11","BBC1WALE","BBC1OTHR","BBC2","HTVWALES","ITVOTHER","CHANNEL4","S4C","CHANNEL5","SKYNEWS","OTHCHANL","TVNEVER","TVRGNEWS","ELREGON","ELREGW2","POLLINGE","REGISTSR","REFSTUD","PTYTHNK","PTYCLS","IDSTRNG","PARTYID","VOTED","VOTECOD1","VOTECOD2","VOTECOD3","VOTECOD4","VOTECOD5","WHENDECD","VOTE","YVOTCLS","PTYPREF","OTHSPEC8","SCWBRGE","VOTESWC","VOTESWL","DFWNSCW","DFWNGE","COALITIN","COALITW","VOTESYST","CONFEEL","LABFEEL","LDFEEL","PCFEEL","MORGANFM","NATCAPAB","SNHSIESW","SNHSWHSW","EDSTIESW","EDSTWHSW","SLIVIESW","SLIVWHSW","TAXSPEND","BPRIORF1","BPRIORF2","ECPOLICY","EUROREF","GOVTWORK","LOSETCH","VOTEINTR","LOSTCHAM","COOPPAAS","COOPHOC","IMPGSCTP","IMPGWEAS","UKINTNAT","NATINNAT","SRSOCCL1","SRSOCCL2","SRSOCCL","NATCLASS","NATID","IDENT1","IDENT2","IDENT3","FLAGUJ","FLAGNAT","WALEPARL","WALEPAR2","WCONRFVW","WLABRFVW","WLDRFVW","WPCRFVW","VOTESYSW","WALSHIND","INDEPENT","DOESINFL","OUGHINFL","INFL10YR","OUDEFOOD","OUDEBUGR","OUDEBENF","LEAVEUK2","VOICEUK3","SAYINGV3","IMPRVED3","WNANHS","WNAECON2","PREAM","RTXSPD","NLBTXSPD","SWLTXSPD","PCTXSPD","CONTXSPD","LDTXSPD","SCDONE","WLLIVLAN","WELSHDIF","RWELSHSP","RSEX","RAGE","RAGECAT","RSEXAGE","NATIONU1","NATIONU2","NATIONU3","NATIONU4","NATIONU5","NATIONU6","NATIONU7","NATIONU8","NATIONU9","BNATIONU","BESTNATU","RACEORI2","RELIGION","RELIGSUM","FAMRELIG","RLFAMSUM","CHATTEND","RBORN2","RLIVELS2","LIVWASC2","LIVEAREA","TENURE","TENURE2","TENURE5","MARSTAT2","MARSTAT","MARRIED","RECONACT","SECONACT","R2LASTJB","JOB","MAKEDO","TRAIN","R2EMPLYE","R2SUPMN2","R2OCSEC2","R2EMPWRK","EMPMAKE","R2JBHRSI","R2JBHRCL","R2PARTFI","R2ECONPS","R2SEGGP2","R2SOCCL2","INFO","SOC","R2SOC","R2SOC2","RINDEXNO","RES2000","RNSSEC","RSECFLAG","RSEG","RSC","RSOCSTAT","SOC2000","XSOC2000","INDEXNO","ES2000","NSSEC","SECFLAG","SEG5","SC","SOC90","SOCSTATU","ASOC90","R2EMPSTA","R2SIC92","R2SICGP","R2MINGRP","R2SMAJGP","R2MAJGRP","R2SEG2","R2SEG","R2SEGGRP","R2SOCCLS","R2RGCLAS","R2GHCLAS","R2GHGRP","OEMPSTAT","P2LASTJB","JOB2","MAKEDO2","TRAIN2","P2EMPLYE","P2SUPMN2","P2OCSEC2","P2EMPWRK","EMPMAKE2","P2JBHRSI","P2JBHRCL","P2PARTFI","P2ECONPS","P2SEGGP2","P2SOCCL2","INFO2","P2SOC","P2SOC2","P2SOC3","PINDEXNO","PES2000","PNSSEC","PSECFLAG","PSEG","PSC","PSOCSTAT","P2EMPSTA","P2SIC92","P2SICGP","P2MINGRP","P2SMAJGP","P2MAJGRP","P2SEG2","P2SEG","P2SEGGRP","P2SOCCLS","P2RGCLAS","P2GHCLAS","P2GHGRP","OEMPSTA2","UNIONSA2","UNIONSA","MAININC","HHINCOME","SCHQUAL","SCHQFW1","SCHQFW2","SCHQFW3","SCHQFW4","EDQUAL1","EDQUAL2","EDQUAL3","EDQUAL4","PSCHQUAL","PSCHQF01","PSCHQF02","PSCHQF03","PSCHQF04","PSCHQF05","PSCHQF06","PSCHQF07","PSCHQF08","PSCHQF09","PSCHQF10","PSCHQF11","PSCHQF12","PSCHQF13","PSCHQF14","PSCHQF15","PSCHQF16","PSCHQF17","PSCHQF18","PSCHQF19","EDQUAL6","EDQUAL10","EDQUAL11","EDQUAL12","EDQUAL13","EDQUAL14","EDQUAL15","EDQUAL16","EDQUAL17","EDQUAL18","EDQUAL19","EDQUAL20","EDQUAL21","EDQUAL22","EDQUAL23","EDQUAL24","EDQUAL25","EDQUAL26","EDQUAL27","HEDQUAL","INTERNT","WWWUSE","VOTE97","REFVOTEW","VOTSW99C","VOTSW99L","PHONE","PHONEBCK","STABLE","DATEINTD","DATEINTM","DATEINTY","SELFCOMP","INTNO","OUTCOME","UNOUT","TNC","LANGINT","DUNO","DUSEL","PERSNO","PERSSEL","CARDNO01","INTERV01","BATCH01","LANGUAGE","FAIRSHAR","RICHLAW","TUNTNEED","PRIVENT","PUBLCOWN","GOVRESP1","NLBINTWC","NLBINTMC","NLBINTEN","NLBINTSW","NLBINTWL","SWLINTWC","SWLINTMC","SWLINTEN","SWLINTSW","SWLINTWL","NATINTWC","NATINTMC","NATINTEN","NATINTSW","NATINTWL","CONINTWC","CONINTMC","CONINTEN","CONINTSW","CONINTWL","LDWINTWC","LDWINTMC","LDWINTEN","LDWINTSW","LDWINTWL","MAIN","SC2","LEFTRIGH","CONSTPRE","TRIIDS"
"558",4404,1,44,4,1,"04092001","12:17:21","12:56:39",39,39,39,1.6692,"SA12","NZ","Neath Port Talbot",530,"ABERAVON CO CONST & ACONST","NZNP","Sandfields West",5.56966692299954,1265.215131,1,14,0,0,NA,NA,4,1,9,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,98,0,NA,0,1,NA,NA,NA,NA,NA,1,1,2,NA,"",3,0,NA,4,4,2,2,2,2,2,2,2,2,2,2,2,3,2,4,1,3,2,3,3,1,3,1,2,1,3,2,3,2,3,3,4,1,3,2,4,15,14,8,3,2,3,4,3,5,2,2,1,1,4,2,3,2,4,5,4,2,3,3,3,4,3,1,4,4,4,4,6,4,1,4,2,3,2,44,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,3,1,3,1,6,2,1,NA,44,1,1,1,1,1,1,10,3,-2,"-2,skp,ask partner","-2,skp,ask partner","-2,skp,ask partner",-2,-2,-2,-2,"-2,skp,ask partner",-2,-2,-2,8,-2,-2,NA,-2,-2,"-2,skp,",NA,-2,-2,-2,-2,-2,-2,"5.3.1.6",5316,8166,7,13.2,0,10,4,516,0,NA,NA,-2,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,-1,"window fabricater","makes windows and doors","none except job training",1,3,1,8,"upvc windows and doors",48,4,1,1,4,4,NA,516,516,"5.3.1.6",8166,7,13.2,0,10,4,0,9,25,4,51,13,5,12,9,5,3,4,9,5,1,1,NA,1,6,1,1,2,3,NA,"","","","",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",3,2,2,0,0,0,NA,1,1,1,NA,NA,NA,61,438,51,NA,1,1,1,NA,3,1,1,438,3024,1,3,1,4,5,4,2,3,2,4,2,1,3,2,4,1,1,2,3,3,1,1,2,1,3,1,1,3,1,4,2,1,1,1,2.16666666666667,3,3
"559",4406,1,44,6,1,"21082001","16:45:00","17:33:50",48,48,48,1.1128,"SA12","NZ","Neath Port Talbot",530,"ABERAVON CO CONST & ACONST","NZNP","Sandfields West",5.56966692299954,1265.215131,1,14,0,0,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,0,0,NA,0,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,4,4,1,1,1,3,3,5,5,3,1,2,1,4,2,1,3,2,1,3,2,1,2,1,2,2,3,3,3,3,2,1,4,1,3,2,1,5,19,10,2,1,4,3,4,3,4,1,1,3,4,2,2,2,3,2,3,2,3,3,3,3,3,1,6,6,4,3,3,3,1,2,2,3,1,37,3,3,1,8,3,NA,NA,NA,NA,NA,NA,8,8,9,0,5,3,1,7,2,1,NA,37,2,1,2,1,1,1,3,2,-1,"tanker driver - petrol","i deliver petrol to petrol stations - BP service stations/ i only deliver - noth","specialist tanker driving licence - fire fighter training",1,3,1,3,"make/refine oil, petrol - BP",45,4,1,1,4,4,NA,872,872,"8.2.1.1",6729,7,13.3,0,9,3.2,0,"8.2.1.1",8211,6729,7,13.3,0,9,3.2,872,0,NA,9,23,4,87,20,8,12,9,5,3,4,10,5,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,11,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,97,1,2,NA,NA,NA,"","","","",1,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",4,1,1,0,0,0,NA,1,2,1,NA,NA,NA,61,318,51,NA,6,1,1,NA,2,1,1,318,3042,1,3,2,3,3,4,4,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,1,1,3.16666666666667,2,1
"560",4409,1,44,9,1,"01082001","17:35:15","18:14:36",39,39,39,1.1128,"SA12","NZ","Neath Port Talbot",530,"ABERAVON CO CONST & ACONST","NZNP","Sandfields West",5.56966692299954,1265.215131,1,14,0,0,NA,NA,1,3,4,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,3,1,1,NA,NA,NA,NA,NA,4,2,6,NA,"",1,2,2,4,4,1,1,1,3,3,3,3,2,1,3,1,2,1,3,1,2,1,4,5,1,2,2,1,4,3,3,3,3,2,1,2,-1,2,3,2,19,14,8,3,1,4,5,3,3,3,3,1,2,4,3,4,4,3,2,3,3,1,1,3,3,3,1,6,5,5,2,10,2,1,3,3,3,1,42,3,3,8,1,3,NA,NA,NA,NA,NA,NA,8,8,9,3,1,3,1,7,2,1,NA,42,1,1,1,1,1,1,3,10,-1,"supply chain management engineer","a buyer/for automotive components/negociate and purchase from manufacturers/","varied trainingon and off site/certified n3 day courses run by outside bodies/O",1,3,1,4,"manufactures automative components",37,4,1,1,2,2,NA,700,700,"3.5.4.1",3268,7,4.1,0,5.1,2,0,"3.5.4.1",3541,3268,7,4.1,0,5.1,2,700,0,NA,9,34,4,70,17,7,7,5,3,2,2,2,1,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,8,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,9,1,1,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",5,1,1,0,0,0,NA,1,1,1,NA,NA,NA,61,7521,51,NA,2,1,1,NA,2,1,1,7521,2011,1,2,3,4,3,1,3,2,2,2,2,3,2,2,2,2,2,1,3,3,1,2,4,3,3,3,4,3,3,3,3,3,1,1,2.66666666666667,2,1
"561",4411,1,44,11,1,"02082001","16:28:43","17:24:17",56,56,56,0.5564,"SA12","NZ","Neath Port Talbot",530,"ABERAVON CO CONST & ACONST","NZNP","Sandfields West",5.56966692299954,1265.215131,2,-1,-1,-1,NA,NA,1,3,4,6,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,0,0,NA,0,1,NA,NA,NA,NA,NA,1,7,4,NA,"",2,0,NA,5,5,8,8,1,3,3,3,3,2,2,4,3,5,1,5,1,3,4,1,1,2,4,1,1,3,3,4,2,3,4,3,4,1,3,3,8,14,29,NA,3,3,2,3,8,8,8,8,2,3,3,2,3,2,2,3,3,3,3,3,2,1,1,1,4,6,8,98,98,98,1,2,3,2,1,43,3,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,0,5,3,1,7,3,2,18,3,3,2,3,6,5,4,8,-1,4,"head kitchen porter","casino/restaurant/worked in all parts of the kitchen/helped chefs to prepare foo","none",1,2,1,5,"casino/restaurant also owned other hotels",50,4,1,11,4,4,NA,952,952,"9.2.2.3",19990,6,10,0,7,3.2,0,"9.2.2.3",9223,19990,6,10,0,7,3.2,952,0,NA,8,55,8,95,22,9,11,8,5,3,4,8,4,2,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,5,3,2,NA,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",7,2,2,8,0,0,NA,1,1,1,NA,NA,NA,61,7521,51,NA,2,1,1,NA,1,NA,1,7521,2015,1,5,1,3,3,2,1,3,3,3,3,3,2,2,2,2,2,3,3,3,2,1,4,3,3,2,2,3,3,3,3,3,1,1,1.83333333333333,4,NA
"562",4415,1,44,15,1,"01082001","20:50:26","21:33:14",43,43,43,1.1128,"SA12","NZ","Neath Port Talbot",530,"ABERAVON CO CONST & ACONST","NZNP","Sandfields West",5.56966692299954,1265.215131,1,96,0,0,NA,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,1,2,2,9,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,2,2,2,2,1,5,2,2,4,2,1,3,1,2,1,2,1,3,1,4,4,1,2,2,2,3,2,3,2,2,2,2,1,-1,1,1,3,21,8,14,4,4,4,3,5,3,3,2,1,2,4,2,1,2,2,2,3,2,1,1,3,3,2,1,1,2,4,3,10,1,1,3,4,2,1,40,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,0,5,11,3,7,2,2,38,38,2,1,2,1,1,1,3,3,-1,"teacher","primary school ,state,co-ordinator for ICT,Design technology,science and library","degree and teacher training",1,3,3,2,"local education authority",50,4,1,1,2,2,NA,234,234,"2.3.1.5",23848,7,4.1,0,5.1,2,0,"2.3.1.5",2315,23848,7,4.1,0,5.1,2,234,0,NA,9,80,13,23,5,2,7,5,3,2,2,2,1,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,15,1,2,NA,NA,NA,"","","","",1,8,15,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",1,1,2,0,0,0,NA,1,1,1,NA,NA,NA,61,7521,51,NA,2,1,1,NA,2,2,1,7521,2012,1,2,2,4,4,3,2,2,2,3,3,3,2,2,3,2,2,3,2,3,2,2,3,1,2,3,3,2,2,3,2,2,1,1,2.5,2,2
"563",4416,1,44,16,1,"31072001","12:04:38","12:49:31",45,45,45,1.1128,"SA12","NZ","Neath Port Talbot",530,"ABERAVON CO CONST & ACONST","NZNP","Sandfields West",5.56966692299954,1265.215131,1,1,5,0,NA,NA,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,2,2,2,1,1,8,5,1,4,4,8,1,3,1,2,3,5,8,2,1,3,1,2,2,1,2,1,2,3,3,3,2,3,2,-1,2,2,1,4,1,13,3,2,3,4,8,3,8,1,1,3,1,3,3,1,2,2,2,1,1,3,8,3,8,1,4,3,2,9,10,10,1,2,2,1,2,57,5,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,3,1,3,1,3,2,1,NA,57,1,1,1,1,1,1,8,8,2,"sewing machinist","made underwear for national chainstore/machining only/electric machine","3 months on job training",1,3,1,4,"manufactured underwear/design,cuttimg sewing,packaging and distribution/-",40,4,1,11,5,5,NA,553,553,"8.1.3.7",13212,7,13.2,0,10,4,0,"8.1.3.7",8137,13212,7,13.2,0,10,4,553,0,NA,9,18,4,55,14,5,13,10,6,4,5,10,5,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,11,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,7,3,2,NA,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",7,2,2,2,1,2,2,1,1,1,NA,NA,NA,61,7521,51,NA,1,1,1,NA,2,1,1,7521,2013,1,4,1,5,4,1,1,2,2,8,2,3,2,1,8,2,2,2,3,9,2,1,3,2,2,3,4,4,4,4,4,4,1,1,1.33333333333333,3,1
"564",4417,1,44,17,1,"01082001","16:05:05","16:43:33",38,38,38,1.1128,"SA12","NZ","Neath Port Talbot",530,"ABERAVON CO CONST & ACONST","NZMA","Aberavon",5.56966692299954,1265.215131,1,96,96,0,NA,NA,1,2,3,4,6,7,8,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,0,2,3,2,1,NA,NA,NA,NA,NA,4,2,2,NA,"",2,2,2,1,1,8,8,1,3,3,3,3,8,8,4,3,5,3,8,NA,3,2,3,8,1,3,2,2,2,3,3,3,3,3,3,4,2,3,1,4,14,8,21,2,3,3,4,2,1,8,8,8,3,3,2,3,3,3,4,3,3,3,3,2,3,3,1,5,7,6,7,5,8,1,3,2,3,2,40,3,11,1,8,NA,NA,NA,NA,NA,NA,NA,8,8,9,0,5,3,1,7,2,3,30,30,2,1,2,1,1,1,3,3,-1,"laundry assistant","wash clothes in a residential home/uses industrial size\washing machine and do","none",1,3,3,3,"local authority residential care home for the elderly",20,2,2,2,5,5,NA,673,673,"9.2.3.4",1182,7,13.2,0,10,4,0,"9.2.3.4",9234,1182,7,13.2,0,10,4,673,0,NA,9,85,14,67,16,6,13,10,6,4,5,10,5,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,11,2,NA,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",7,1,1,2,0,2,2,1,1,1,NA,NA,NA,61,7521,51,NA,1,1,1,NA,2,2,1,7521,2014,1,4,2,4,3,3,2,3,2,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,2.33333333333333,3,3
"565",4419,1,44,19,1,"02082001","19:00:14","19:52:44",52,52,52,1.6692,"SA12","NZ","Neath Port Talbot",530,"ABERAVON CO CONST & ACONST","NZMA","Aberavon",5.56966692299954,1265.215131,1,2,0,0,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,2,2,1,NA,NA,NA,NA,NA,1,2,2,NA,"",2,2,2,4,4,1,2,1,5,2,4,4,3,2,4,3,8,NA,3,3,3,2,4,8,1,2,2,2,3,3,2,8,3,3,4,4,2,3,2,2,8,14,1,2,1,5,4,5,5,8,3,1,2,4,8,2,8,3,2,3,8,1,1,8,2,2,1,1,6,6,10,11,9,1,1,2,3,1,58,5,5,1,8,NA,NA,NA,NA,NA,NA,NA,8,8,9,3,1,3,1,6,3,1,NA,42,1,1,1,1,1,1,3,3,-1,"labourer","industrial cleaning/work in the steelworks/cleaning industrial machinery,oil spi","training on the job to use machines 2-3 days",1,3,1,5,"private contractor working for nationalised co",37,4,1,1,6,6,NA,912,912,"9.1.3.9",12146,7,13.4,0,11,5,0,"9.1.3.9",9139,12146,7,13.4,0,11,5,912,0,NA,9,74,11,91,22,9,14,11,7,5,6,10,5,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,NA,1,9,2,NA,NA,NA,NA,"","","","",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",4,2,2,2,1,2,2,1,1,1,NA,NA,NA,61,7521,51,NA,3,1,1,NA,3,1,1,7521,2016,1,5,1,5,2,2,1,3,2,8,8,8,2,2,8,8,8,2,2,3,1,1,4,2,2,3,3,8,8,8,8,8,1,1,1.66666666666667,1,1
"566",4501,1,45,1,1,"02072001","19:23:07","20:02:43",39,39,39,1.1128,"SA11","NZ","Neath Port Talbot",556,"NEATH CO CONST & ACONST","NZNE","Neath North",9.47227600399939,349.7933498,1,5,2,0,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,2,2,1,NA,NA,NA,NA,NA,1,2,1,NA,"",2,2,2,2,2,1,1,2,5,1,4,3,2,3,2,1,1,1,3,1,2,1,3,2,2,2,2,2,2,3,3,3,3,2,2,2,-1,2,3,1,21,23,19,3,1,4,3,5,4,8,2,1,2,4,2,3,2,3,2,4,3,3,3,3,3,3,1,6,3,3,6,8,7,1,2,2,3,1,44,3,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,0,5,1,3,7,2,1,NA,23,1,1,1,2,2,1,3,3,-1,"costomer services coradinator","computer work in transport","none",1,3,1,3,"deliver parcels around the country",40,4,1,1,3,3,NA,430,430,"7.2.1.2",5195,7,7.2,0,6,3.1,1,"7.2.1.2",7212,5195,7,7.2,0,6,3.1,430,1,NA,9,64,9,43,10,4,9,6,4,3,3,3,2,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,5,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,6,1,1,NA,NA,NA,"","","","",1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",3,2,2,2,1,2,5,1,1,2,NA,NA,NA,61,316,51,NA,2,1,1,NA,2,1,1,316,2548,1,4,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1,3,3,3,4,4,3,3,3,3,3,1,1,2.66666666666667,2,1
"567",4502,1,45,2,1,"13082001","14:29:10","15:08:31",39,39,39,1.6692,"SA11","NZ","Neath Port Talbot",556,"NEATH CO CONST & ACONST","NZNS","Tonna",9.47227600399939,349.7933498,2,-1,-1,-1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,1,2,NA,3,2,1,NA,NA,NA,NA,NA,4,2,2,NA,"",1,2,2,3,4,1,1,2,3,2,3,3,8,2,2,1,3,1,2,1,2,3,1,3,1,2,3,2,3,3,2,3,2,3,3,4,2,3,2,1,19,23,1,3,1,3,4,8,8,8,8,1,3,3,1,1,4,3,4,3,3,3,1,3,2,3,1,10,8,6,7,6,8,1,2,2,3,1,18,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,0,5,0,5,-1,2,1,NA,18,2,1,2,6,5,4,3,-1,-1,"chemical engineer","machine work with CNC, with lathe's and grinders","on the job training",1,3,1,3,"carryingnworth-makes car parts for most cars",40,4,1,1,4,4,NA,519,519,"5.2.2.1",7106,7,12.3,0,9,3.2,1,"5.2.2.1",5221,7106,7,12.3,0,9,3.2,519,1,NA,9,34,4,51,13,5,12,9,5,3,4,9,5,1,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,1,20,1,2,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",4,1,1,0,0,0,NA,1,1,1,NA,NA,NA,61,318,51,NA,1,1,1,NA,3,2,1,318,3088,1,3,2,4,3,3,3,2,3,2,2,3,2,4,3,2,3,2,3,4,3,2,3,2,2,3,3,2,3,3,1,3,1,1,2.66666666666667,3,1
"568",4503,1,45,3,1,"18062001","12:16:31","13:25:23",69,69,69,0.5564,"SA11","NZ","Neath Port Talbot",556,"NEATH CO CONST & ACONST","NZNS","Tonna",9.47227600399939,349.7933498,1,14,13,0,NA,NA,1,3,4,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,2,NA,2,2,1,NA,NA,NA,NA,NA,1,2,2,NA,"",2,98,98,2,2,2,2,1,4,2,2,3,2,1,3,1,3,1,3,1,3,1,8,5,1,2,4,4,3,3,2,3,4,3,2,4,2,3,2,3,17,14,4,1,1,4,3,8,8,8,3,1,2,3,2,8,1,3,2,3,2,3,3,3,3,3,1,2,3,3,6,10,6,1,3,4,3,2,64,6,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,1,3,8,3,6,2,4,40,29,1,1,1,5,4,3,9,-1,3,"CIVIL SERVANT","PAYING OUT INCOME SUPPORT TO THE PUBLIC","O LEVELS INTERNAL TRAINING",1,2,3,4,"PAYED BENEFITS TO THE PUBLIC",37,4,1,9,2,3,NA,401,401,"4.1.1.3",867,6,6,0,5.2,3.1,0,"4.1.1.3",4113,867,6,6,0,5.2,3.1,401,0,NA,8,75,12,40,10,4,8,5,3,3,3,2,1,2,-2,"","","",NA,NA,NA,NA,"",-2,-2,-2,-1,-2,-2,NA,-2,-2,"-2,skp",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,NA,2,6,1,2,NA,NA,NA,"","","","",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",4,2,2,2,0,0,NA,1,1,1,NA,NA,NA,61,316,51,NA,1,1,1,NA,1,NA,1,316,1077,1,2,4,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2.5,2,2
